road,hour,traffic
Appin Road 7759 Northbound,07:00,0%
Appin Road 7759 Northbound,07:00,0%
Appin Road 7759 Northbound,07:00,0%
Appin Road 7759 Northbound,07:00,0%
Appin Road 7759 Northbound,07:00,0%
Appin Road 7759 Northbound,07:00,0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0%
Appin Road 7759 Southbound,07:00,0%
Appin Road 7759 Southbound,07:00,0%
Appin Road 7759 Southbound,07:00,0%
Appin Road 7759 Southbound,07:00,0%
Appin Road 7759 Southbound,07:00,0%
Appin Road 7759 Southbound,07:00,0%
Appin Road 7759 Southbound,07:00,0%
Appin Road 7759 Southbound,07:00,0%
Appin Road 7759 Southbound,07:00,0%
Appin Road 7759 Southbound,07:00,0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Appin Road 7759 Southbound,07:00,0.0%
Pennant Hills Northbound,07:00,0%
Pennant Hills Northbound,07:00,36%
Pennant Hills Northbound,07:00,0%
Pennant Hills Northbound,07:00,0%
Pennant Hills Northbound,07:00,43%
Pennant Hills Northbound,07:00,0%
Pennant Hills Northbound,07:00,26%
Pennant Hills Northbound,07:00,0%
Pennant Hills Northbound,07:00,0%
Pennant Hills Northbound,07:00,0%
Pennant Hills Northbound,07:00,0%
Pennant Hills Northbound,07:00,0%
Pennant Hills Northbound,07:00,0%
Pennant Hills Northbound,07:00,0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.4358974358974359%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.2181818181818181%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,20.40816326530612%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,23.076923076923077%
Pennant Hills Northbound,07:00,51.16279069767442%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,29.729729729729726%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,22.22222222222222%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,33.333333333333336%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,60.0%
Pennant Hills Northbound,07:00,51.16279069767442%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,35.13513513513513%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,20.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,48.71794871794872%
Pennant Hills Northbound,07:00,32.55813953488372%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,18.518518518518523%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,26.923076923076927%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Northbound,07:00,0.0%
Pennant Hills Southbound,07:00,0%
Pennant Hills Southbound,07:00,52%
Pennant Hills Southbound,07:00,38%
Pennant Hills Southbound,07:00,0%
Pennant Hills Southbound,07:00,0%
Pennant Hills Southbound,07:00,0%
Pennant Hills Southbound,07:00,53%
Pennant Hills Southbound,07:00,0%
Pennant Hills Southbound,07:00,43%
Pennant Hills Southbound,07:00,0%
Pennant Hills Southbound,07:00,0%
Pennant Hills Southbound,07:00,0%
Pennant Hills Southbound,07:00,0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.2419354838709677%
Pennant Hills Southbound,07:00,0.6%
Pennant Hills Southbound,07:00,0.2181818181818181%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.4358974358974359%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,33.87096774193549%
Pennant Hills Southbound,07:00,25.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,23.076923076923077%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,51.78571428571428%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,56.4516129032258%
Pennant Hills Southbound,07:00,23.529411764705888%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,60.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,29.629629629629623%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,41.93548387096774%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,22.22222222222222%
Pennant Hills Southbound,07:00,48.71794871794872%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Southbound,07:00,38.18181818181819%
Pennant Hills Southbound,07:00,0.0%
Pennant Hills Eastbound,07:00,36%
Pennant Hills Eastbound,07:00,22%
Pennant Hills Eastbound,07:00,22%
Pennant Hills Eastbound,07:00,0%
Pennant Hills Eastbound,07:00,44%
Pennant Hills Eastbound,07:00,36%
Pennant Hills Eastbound,07:00,36%
Pennant Hills Eastbound,07:00,36%
Pennant Hills Eastbound,07:00,0%
Pennant Hills Eastbound,07:00,33%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.368421052631579%
Pennant Hills Eastbound,07:00,0.2115384615384615%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.2857142857142857%
Pennant Hills Eastbound,07:00,0.4642857142857143%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,27.450980392156865%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,61.11111111111112%
Pennant Hills Eastbound,07:00,67.9245283018868%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,35.29411764705882%
Pennant Hills Eastbound,07:00,41.17647058823529%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,15.789473684210533%
Pennant Hills Eastbound,07:00,15.789473684210533%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,22.95081967213115%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,66.66666666666667%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,29.411764705882348%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,38.888888888888886%
Pennant Hills Eastbound,07:00,52.727272727272734%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Eastbound,07:00,0.0%
Pennant Hills Westbound,07:00,28%
Pennant Hills Westbound,07:00,0%
Pennant Hills Westbound,07:00,0%
Pennant Hills Westbound,07:00,22%
Pennant Hills Westbound,07:00,0%
Pennant Hills Westbound,07:00,0%
Pennant Hills Westbound,07:00,0%
Pennant Hills Westbound,07:00,0%
Pennant Hills Westbound,07:00,0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.5098039215686274%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.2549019607843137%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,24.07407407407407%
Pennant Hills Westbound,07:00,15.873015873015872%
Pennant Hills Westbound,07:00,28.33333333333333%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,57.14285714285714%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,37.25490196078432%
Pennant Hills Westbound,07:00,14.035087719298245%
Pennant Hills Westbound,07:00,14.035087719298245%
Pennant Hills Westbound,07:00,37.735849056603776%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,35.0%
Pennant Hills Westbound,07:00,40.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Pennant Hills Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0%
Elizabeth Drive2 Westbound,07:00,48%
Elizabeth Drive2 Westbound,07:00,0%
Elizabeth Drive2 Westbound,07:00,0%
Elizabeth Drive2 Westbound,07:00,0%
Elizabeth Drive2 Westbound,07:00,0%
Elizabeth Drive2 Westbound,07:00,25%
Elizabeth Drive2 Westbound,07:00,0%
Elizabeth Drive2 Westbound,07:00,21%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.2926829268292683%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.2549019607843137%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,22.0%
Elizabeth Drive2 Westbound,07:00,38.095238095238095%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,18.96551724137932%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,42.85714285714286%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,29.54545454545454%
Elizabeth Drive2 Westbound,07:00,0.0%
Elizabeth Drive2 Westbound,07:00,17.24137931034483%
Elizabeth Drive2 Eastbound,07:00,0%
Elizabeth Drive2 Eastbound,07:00,45%
Elizabeth Drive2 Eastbound,07:00,0%
Elizabeth Drive2 Eastbound,07:00,0%
Elizabeth Drive2 Eastbound,07:00,0%
Elizabeth Drive2 Eastbound,07:00,0%
Elizabeth Drive2 Eastbound,07:00,0%
Elizabeth Drive2 Eastbound,07:00,0%
Elizabeth Drive2 Eastbound,07:00,0%
Elizabeth Drive2 Eastbound,07:00,54%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.2131147540983606%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.1999999999999999%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.2926829268292683%
Elizabeth Drive2 Eastbound,07:00,0.1999999999999999%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.5454545454545454%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,25.531914893617024%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,38.095238095238095%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,40.0%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.0%
Elizabeth Drive2 Eastbound,07:00,0.0%
